Timestamp,Humidity,Temperature
2023-11-07 22:19:02,68.00,32.80
2023-11-07 22:19:05,68.00,32.80
2023-11-07 22:19:08,68.00,32.80
2023-11-07 22:19:11,68.00,32.80
2023-11-07 22:19:28,68.00,32.80
2023-11-07 22:19:31,69.00,32.80
2023-11-07 22:19:34,69.00,32.80
2023-11-07 22:19:37,69.00,32.80
2023-11-07 22:19:40,69.00,32.80
2023-11-07 22:23:49,69.00,32.30
2023-11-07 22:23:52,69.00,32.30
2023-11-07 22:23:55,69.00,32.30
2023-11-07 22:23:58,69.00,32.30
2023-11-07 22:24:01,69.00,32.30
2023-11-07 22:24:04,69.00,32.30
2023-11-07 22:24:07,69.00,32.30
2023-11-07 22:24:10,69.00,32.30
2023-11-07 22:24:13,69.00,32.30
2023-11-07 22:24:16,69.00,32.30
2023-11-07 22:24:19,69.00,32.30
2023-11-07 22:24:22,69.00,32.30
2023-11-07 22:24:25,69.00,32.30
2023-11-07 22:24:28,69.00,32.30
2023-11-07 22:28:26,69.00,32.30
2023-11-07 22:28:29,69.00,32.30
2023-11-07 22:28:32,69.00,32.30
